Code RNCP/RS,Type de répertoire,Intitulé,Certificateurs,Niveau de qualification,Abrégé de diplôme public,Code(s) NSF,Code(s) ROME,Formacode(s),Statut,Date d'échéance de l'enregistrement,Ouverture à l'apprentissage,Ancienne(s) fiche(s),Nouvelle(s) fiche(s),Code,Metiers,Categorie_x,Lettre RIASEC Principale,Lettre RIASEC Secondaire,Lettre RIASEC tertiaire,Categorie_y,SIRET,code UAI,n° SIRET,type d'établissement,nom,statut,adresse,CP,commune,téléphone,académie,région,longitude (X),latitude (Y),journées portes ouvertes,URL et ID Onisep,Niveau attendu
RNCP38405,RNCP,"Titre ingénieur - Ingénieur diplômé de l’Université de Technologie de Belfort - Montbéliard, spécialité Génie Industriel ",UNIVERSITE DE TECHNOLOGIE DE BELFORT-MONTBELIARD (UTBM) - 19900356700013,Niveau 7,Titre ingénieur,"200 : Technologies industrielles fondamentales, 201 : Technologies de commandes des transformations industrielles, 311p : Gestion des flux et des stocks de marchandises","H2502 : Management et ingénierie de production, N1301 : Conception et organisation de la chaîne logistique, H1401 : Management et ingénierie gestion industrielle et logistique, H1402 : Management et ingénierie méthodes et industrialisation, H1502 : Management et ingénierie qualité industrielle","31654 : Génie industriel, 24454 : Automatisme informatique industrielle, 31454 : Gestion qualité, 32062 : Recherche développement, 32154 : Encadrement management",Active,2028-08-31,Non,"RNCP13974 - Titre ingénieur - Ingénieur diplômé de l'Université de Technologie de Belfort-Montbéliard, spécialité Systèmes Industriels",,H2502,Responsable d'unité de production industrielle,"J'ai envie de créer, construire, rénover",R,A,I,Industries,19900356700013,0900424X,19900356700013,École d'ingénieurs,Université de technologie de Belfort-Montbéliard - campus de Belfort,public,"13 rue Thierry Mieg, Techn'Hom",90000,Belfort,03 84 58 30 00,Besançon,Bourgogne-Franche-Comté,6.8456621,47.6420533,"le 18/01/2025 de 10h00 à 17h00 | le 22/02/2025 de 10h00 à 17h00, en virtuel",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6161,Bac +3
RNCP38406,RNCP,"Titre ingénieur - Ingénieur diplômé de l'Institut Agro Dijon de l’Institut national d’enseignement supérieur pour l’agriculture, l’alimentation, et l’environnement spécialité agronomie",INSTITUT AGRO DIJON - CAMPUS DE DIJON - 13002622200104,Niveau 7,Titre ingénieur,210 : Spécialites plurivalentes de l'agronomie et de l'agriculture,"K1802 : Développement local, H1502 : Management et ingénierie qualité industrielle, A1303 : Ingénierie en agriculture et environnement naturel, A1301 : Conseil et assistance technique en agriculture, M1703 : Management et gestion de produit","21059 : Agronomie, 32062 : Recherche développement, 15099 : Résolution problème",Active,2027-08-31,Oui,"RNCP11432 - Titre ingénieur - Ingénieur diplômé de l'Institut national supérieur des sciences agronomiques, de l'alimentation et de l'environnement, spécialité agronomie",,K1802,Chargé / Chargée de développement local,J'ai le sens des affaires,E,C,S,Service public,13002622200104,0212198A,13002622200104,École d'ingénieurs,Institut Agro Dijon,public,26 boulevard Docteur Petitjean,21079,Dijon,03 80 77 25 25,Dijon,Bourgogne-Franche-Comté,5.06552,47.3112,"le 18/01/2025, en virtuel",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18679,Bac +3
RNCP38407,RNCP,"Titre ingénieur - Ingénieur diplômé de l'Institut Agro Dijon de l'Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement spécialité agroalimentaire",INSTITUT AGRO DIJON - CAMPUS DE DIJON - 13002622200104,Niveau 7,Titre ingénieur,"221 : Agro-alimentaire, alimentation, cuisine","M1703 : Management et gestion de produit, H1206 : Management et ingénierie études, recherche et développement industriel, H1302 : Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels, H1502 : Management et ingénierie qualité industrielle, H2502 : Management et ingénierie de production","21554 : Agroalimentaire, 32062 : Recherche développement, 15099 : Résolution problème",Active,2027-08-31,Oui,"RNCP11362 - Titre ingénieur - Ingénieur diplômé de l'Institut national supérieur des sciences agronomiques, de l'alimentation et de l'environnement, spécialité agroalimentaire",,M1703,Chef / Cheffe de produit,J'ai l'âme d'un chef / d'une cheffe,E,S,C,Informatique,13002622200104,0212198A,13002622200104,École d'ingénieurs,Institut Agro Dijon,public,26 boulevard Docteur Petitjean,21079,Dijon,03 80 77 25 25,Dijon,Bourgogne-Franche-Comté,5.06552,47.3112,"le 18/01/2025, en virtuel",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18679,Bac +3
RNCP38412,RNCP,Titre ingénieur - Ingénieur diplômé de l'Institut supérieur de l'électronique et du numérique Yncréa Méditerranée,YNCREA MEDITERRANEE - 38338687700039,Niveau 7,Titre ingénieur,"110 : Spécialités pluri-scientifiques, 255 : Electricite, électronique, 326 : Informatique, traitement de l'information, réseaux de transmission","H1402 : Management et ingénierie méthodes et industrialisation, H1206 : Management et ingénierie études, recherche et développement industriel, H2501 : Encadrement de production de matériel électrique et électronique, H2502 : Management et ingénierie de production, M1802 : Expertise et support en systèmes d''information","24346 : Électronique embarquée, 46265 : Internet des objets, 24392 : Électronique numérique, 32062 : Recherche développement, 32154 : Encadrement management",Active,2026-08-31,Oui,RNCP4466 - Titre ingénieur - Ingénieur diplômé de l'institut supérieur de l'électronique et du numérique Yncréa Méditerranée,,H1402,Ingénieur / Ingénieure méthodes et process,J'aime faire des découvertes,I,A,R,Industries,38338687700039,0831458J,38338687700039,École d'ingénieurs,Institut supérieur de l'électronique et du numérique Yncréa Méditerranée - campus de Toulon,privé reconnu par l'Etat,"Place Georges Pompidou, Maison du numérique et de l'innovation",83000,Toulon,04 83 36 19 83,Nice,Provence-Alpes-Côte d'Azur,5.93822,43.1207,le 25/01/2025 | le 08/03/2025,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19435,Bac +3
RNCP38413,RNCP,Architecte des systèmes d'information dans les processus industriels,CFA INSTA - 50947289000029,Niveau 7,,"326 : Informatique, traitement de l'information, réseaux de transmission","M1802 : Expertise et support en systèmes d''information, M1803 : Direction des systèmes d''information, M1801 : Administration de systèmes d''information","24491 : Programmation informatique industrielle, 24231 : Réseau informatique, 31038 : Audit informatique, 31058 : Informatique industrielle, 31006 : Sécurité informatique",Active,2026-12-21,Oui,,,M1802,Expert / Experte systèmes et réseaux informatiques,J'ai le souci du détail,C,I,R,Informatique,50947289000029,0755432X,50947289000029,Centre de formation d'apprentis,CFA de l'Institut National Supérieur des Technologies avancées en informatique et comptabilité - Site de Paris,privé,12 rue de Cléry,75002,Paris,01 43 41 72 50,Paris,Ile-de-France,2.37432,48.8672,du 01/09/2024 au 01/07/2025 (tous les mercredis à partir de 14 h et également sur rendez-vous),https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19350,Bac +3
RNCP38420,RNCP,Titre ingénieur - Ingénieur diplômé de l’école européenne d’ingénieurs en génie des matériaux de l’université de Lorraine,EEIGM  ECOLE EUROPEENNE INGENIEURS GENIE MATERIAUX - 13001550600335,Niveau 7,Titre ingénieur,"111f : Sciences des matériaux, physique-chimie des procédés industriels, 220r : Contrôle des matériaux, 220s : Mise en oeuvre des matériaux","H1102 : Management et ingénierie d''affaires, H1206 : Management et ingénierie études, recherche et développement industriel, H2502 : Management et ingénierie de production, H1402 : Management et ingénierie méthodes et industrialisation, M1703 : Management et gestion de produit","23054 : Travail matériau, 22854 : Matériau produit chimique, 23546 : Résistance matériau, 22834 : Matériau métallique, 22871 : Matériau composite",Active,2028-08-31,Oui,,,H1102,Ingénieur / Ingénieure d'affaires en industrie,J'ai le sens des affaires,E,C,S,Industries,13001550600335,0542259M,13001550600335,École d'ingénieurs,École européenne d'ingénieurs en génie des matériaux,public,6 rue Bastien-Lepage,54010,Nancy,03 72 74 39 00,Nancy-Metz,Grand Est,6.1935317516327,48.695429137328,le 01/03/2025 de 09h00 à 17h00,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15081,Bac +3
RNCP38425,RNCP,"Titre ingénieur -  Ingénieur diplômé de l’Ecole Nationale Supérieure d’Ingénieurs Sud-Alsace de l’Université de Mulhouse, spécialité Automatique et Systèmes Embarqués",UNIVERSITE DE HAUTE ALSACE - ECOLE NAT SUP INGENIEURS SUD ALSACE - 19681166500096,Niveau 7,Titre ingénieur,"110 : Spécialités pluri-scientifiques, 201n : Conception en automatismes et robotique industriels, en informatique industrielle, 326 : Informatique, traitement de l'information, réseaux de transmission","M1805 : Études et développement informatique, H1206 : Management et ingénierie études, recherche et développement industriel, H1402 : Management et ingénierie méthodes et industrialisation, H1102 : Management et ingénierie d''affaires","24346 : Électronique embarquée, 24454 : Automatisme informatique industrielle, 46265 : Internet des objets",Active,2028-08-31,Non,"RNCP8697 - Titre ingénieur - Ingénieur diplômé de l’Ecole nationale supérieure d’ingénieurs Sud-Alsace de l'Université de Mulhouse, spécialité automatique et systèmes_x000D_
",,M1805,Développeur / Développeuse informatique,J'ai le souci du détail,C,I,R,Informatique,19681166500096,0680099N,19681166500096,École d'ingénieurs,École nationale supérieure d'ingénieurs Sud Alsace,public,12 rue des Frères Lumière,68093,Mulhouse,03 89 33 69 00,Strasbourg,Grand Est,7.3107039928436,47.729177811669,le 01/03/2025 de 09h00 à 16h00 voir https://jpo.uha.fr/,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14692,Bac +3
RNCP38426,RNCP,"Titre ingénieur - Ingénieur diplômé de l’Ecole Nationale Supérieure d’Ingénieurs Sud-Alsace de l’Université de Mulhouse, spécialité Informatique et Réseaux",UNIVERSITE DE HAUTE ALSACE - ECOLE NAT SUP INGENIEURS SUD ALSACE - 19681166500096,Niveau 7,Titre ingénieur,"114b : Modèles mathématiques ; Informatique mathématique, 326 : Informatique, traitement de l'information, réseaux de transmission","M1802 : Expertise et support en systèmes d''information, M1805 : Études et développement informatique, M1801 : Administration de systèmes d''information, M1806 : Conseil et maîtrise d''ouvrage en systèmes d''information, M1803 : Direction des systèmes d''information","31054 : Informatique et systèmes d'information, 24231 : Réseau informatique, 32062 : Recherche développement, 15099 : Résolution problème",Active,2028-08-31,Oui,"RNCP8711 - Titre ingénieur - Ingénieur diplômé de l’Ecole nationale supérieure d’ingénieurs Sud-Alsace de l'université de Mulhouse, spécialité informatique et réseaux_x000D_
",,M1802,Expert / Experte systèmes et réseaux informatiques,J'ai le souci du détail,C,I,R,Informatique,19681166500096,0680099N,19681166500096,École d'ingénieurs,École nationale supérieure d'ingénieurs Sud Alsace,public,12 rue des Frères Lumière,68093,Mulhouse,03 89 33 69 00,Strasbourg,Grand Est,7.3107039928436,47.729177811669,le 01/03/2025 de 09h00 à 16h00 voir https://jpo.uha.fr/,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14692,Bac +3
RNCP38427,RNCP,"Titre ingénieur - Ingénieur diplômé de l’Ecole Nationale Supérieure d’Ingénieurs Sud-Alsace de l’Université de Mulhouse, spécialité Textile et Fibres",UNIVERSITE DE HAUTE ALSACE - ECOLE NAT SUP INGENIEURS SUD ALSACE - 19681166500096,Niveau 7,Titre ingénieur,"241 : Textile, 242 : Habillement (y.c. mode, couture)","H1206 : Management et ingénierie études, recherche et développement industriel","21654 : Textile, 21754 : Habillement, 32062 : Recherche développement, 15099 : Résolution problème",Active,2028-08-31,Non,"RNCP8714 - Titre ingénieur - Ingénieur diplômé de l’Ecole nationale supérieure d’ingénieurs Sud-Alsace (ENSISA)_x000D_
Spécialité spécialité Textiles et Fibres  (T&F)_x000D_
",,H1206,Ingénieur / Ingénieure R&D en industrie,"J'ai envie de créer, construire, rénover",R,A,I,Recherche,19681166500096,0680099N,19681166500096,École d'ingénieurs,École nationale supérieure d'ingénieurs Sud Alsace,public,12 rue des Frères Lumière,68093,Mulhouse,03 89 33 69 00,Strasbourg,Grand Est,7.3107039928436,47.729177811669,le 01/03/2025 de 09h00 à 16h00 voir https://jpo.uha.fr/,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14692,Bac +3
RNCP38428,RNCP,"Titre ingénieur - Ingénieur diplômé de l’Ecole Nationale Supérieure d’Ingénieurs Sud-Alsace de l’Université de Mulhouse, spécialité Mécanique",UNIVERSITE DE HAUTE ALSACE - ECOLE NAT SUP INGENIEURS SUD ALSACE - 19681166500096,Niveau 7,Titre ingénieur,"200 : Technologies industrielles fondamentales, 250 : Spécialites pluritechnologiques mécanique-electricite","H1206 : Management et ingénierie études, recherche et développement industriel, H1402 : Management et ingénierie méthodes et industrialisation, I1102 : Management et ingénierie de maintenance industrielle, H1502 : Management et ingénierie qualité industrielle, H2502 : Management et ingénierie de production","23654 : Mécanique construction réparation, 32062 : Recherche développement, 15099 : Résolution problème",Active,2028-08-31,Non,"RNCP8712 - Titre ingénieur - Ingénieur diplômé de l’Ecole nationale supérieure d’ingénieurs Sud-Alsace (ENSISA)_x000D_
Spécialité Mécanique_x000D_
",,H1206,Ingénieur / Ingénieure R&D en industrie,"J'ai envie de créer, construire, rénover",R,A,I,Recherche,19681166500096,0680099N,19681166500096,École d'ingénieurs,École nationale supérieure d'ingénieurs Sud Alsace,public,12 rue des Frères Lumière,68093,Mulhouse,03 89 33 69 00,Strasbourg,Grand Est,7.3107039928436,47.729177811669,le 01/03/2025 de 09h00 à 16h00 voir https://jpo.uha.fr/,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14692,Bac +3
RNCP38433,RNCP,Expert en transformation des systèmes de production (supply chain) (MS),"CENTRALESUPELEC - 13002076100016, CENTRALESUPELEC EXED - 33468834800070",Niveau 7,,200 : Technologies industrielles fondamentales,N1301 : Conception et organisation de la chaîne logistique,31652 : Gestion production,Active,2026-12-21,Oui,RNCP31932 - Expert en transformation des systèmes de production (MS),,N1301,Responsable logistique,J'ai le sens des affaires,E,C,S,Logistique et courrier,13002076100016,0912341A,13002076100016,École d'ingénieurs,CentraleSupélec - campus de Paris-Saclay,public,"3 rue Joliot-Curie, Plateau de Moulon",91192,Gif-sur-Yvette,01 75 31 60 00,Versailles,Ile-de-France,2.13457,48.6965,le 08/02/2025,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16434,Bac +3
RNCP38434,RNCP,Spécialiste en cybersécurité (MS),INSTITUT NATIONAL SCIENCES APPLIQUEES LYON - 19690192000013,Niveau 7,,"326 : Informatique, traitement de l'information, réseaux de transmission","M1801 : Administration de systèmes d''information, M1802 : Expertise et support en systèmes d''information, M1810 : Production et exploitation de systèmes d''information, M1805 : Études et développement informatique, M1806 : Conseil et maîtrise d''ouvrage en systèmes d''information","24293 : Sécurité télécommunication, 31006 : Sécurité informatique, 24237 : Protocole télécommunication, 31008 : Système information",Active,2028-12-21,Oui,,,M1801,Administrateur / Administratrice de systèmes d'information (SI),J'ai le souci du détail,C,I,R,Informatique,19690192000013,0690192J,19690192000013,École d'ingénieurs,Institut national des sciences appliquées de Lyon - site Oyonnax,public,85 rue Henri Becquerel,1100,Bellignat,04 72 43 83 83,Lyon,Auvergne-Rhône-Alpes,5.6293467,46.2418811,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.21696,Bac +3
RNCP38435,RNCP,Directeur d'unité stratégique,ETABLISSEMENT D ENSEIGNEMENT SUPERIEUR CONSULAIRE HAUTES ETUDES COMMERCIALES DE PARIS - 81775918600023,Niveau 7,,310 : Spécialités plurivalentes des échanges et de la gestion,"M1301 : Direction de grande entreprise ou d''établissement public, M1302 : Direction de petite ou moyenne entreprise","32015 : Conduite changement, 32024 : Gestion centre profit, 32079 : Gestion performance",Active,2028-12-21,Non,RNCP24868 - Manager d'une unité stratégique (MS),,M1301,Président Directeur Général / Présidente Directrice Générale -PDG-,J'ai l'âme d'un chef / d'une cheffe,E,S,C,Service public,81775918600023,0783054W,81775918600023,Grande école de commerce,HEC Paris,privé reconnu par l'Etat,1 rue de la Libération,78351,Jouy-en-Josas,01 39 67 70 00,Versailles,Ile-de-France,2.1686089038849,48.757101189816,le 15/03/2025,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16049,Bac +3
RNCP38437,RNCP,Manager digital (MS),ESSCA - 78611672300010,Niveau 7,,"310p : Spécialités plurivalentes des échanges et de la gestion (organisation , gestion), 326 : Informatique, traitement de l'information, réseaux de transmission","M1402 : Conseil en organisation et management d''entreprise, M1705 : Marketing","31637 : Organisation travail, 34530 : Vente par internet, 34093 : Marketing digital",Active,2026-12-21,Oui,RNCP35198 - Manager Digital (MS),,M1402,Consultant / Consultante en organisation et management,J'ai le sens du contact,S,E,A,Gestion administrative,78611672300010,0490076S,78611672300010,Grande école de commerce,ESSCA école de management,privé reconnu par l'Etat,1 rue Joseph Lakanal,49003,Angers,02 41 73 47 47,Nantes,Pays de la Loire,-0.600661,47.4764,le 15/01/2025 de 17h00 à 20h00 | le 01/02/2025 de 10h00 à 17h00 (à 11h présentation du programme grande école. A 14h présentation du Bachelor en management international et présentation des admissions parallèles),https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5641,Bac +3
RNCP38452,RNCP,Ingénieur d'affaires industrielles pour l'international (MS),INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE TOULOUSE (INSA) - 19310152400018,Niveau 7,,200w : Technologies industrielles fondamentales (commercialisation),"M1707 : Stratégie commerciale, M1703 : Management et gestion de produit, M1705 : Marketing","34254 : Commerce international, 34085 : Stratégie commerciale, 34052 : Marketing",Active,2026-12-21,Non,RNCP34466 - Ingénieur d’affaires industrielles (MS),,M1707,Responsable Commercial / Commerciale,J'ai l'âme d'un chef / d'une cheffe,E,S,C,Communication et marketing,19310152400018,0310152X,19310152400018,École d'ingénieurs,Institut national des sciences appliquées de Toulouse - site de Toulouse,public,135 avenue de Rangueil,31077,Toulouse,05 61 55 95 13,Toulouse,Occitanie,1.46794,43.5704,le 08/02/2025 (post bac),https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17074,Bac +3
RNCP38457,RNCP,Directeur de projet en infrastructures informatiques sécurisées,"INSTA - 41283899700069, INSTA - 41283899700069",Niveau 7,,"326 : Informatique, traitement de l'information, réseaux de transmission","M1806 : Conseil et maîtrise d''ouvrage en systèmes d''information, M1802 : Expertise et support en systèmes d''information","31009 : Architecture système information, 31006 : Sécurité informatique, 24273 : Architecture réseau, 31038 : Audit informatique, 31094 : Conduite projet informatique",Active,2026-12-21,Oui,RNCP29458 - Architecte technique en informatique et réseaux,,M1806,Product Owner,J'ai le sens du contact,S,E,A,Informatique,41283899700069,0755931P,41283899700069,Autre établissement d'enseignement,Institut national supérieur des technologies avancées et de la comptabilité,privé,17 rue Linné,75005,Paris,01 82 83 55 30,Paris,Ile-de-France,2.35455,48.8448,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19305,Bac +3
RNCP38458,RNCP,Expert en sûreté nucléaire (MS),ECOLE NATIONALE SUPERIEURE D'ARTS ET METIERS (ENSAM) - 19753472000010,Niveau 7,,"200r : Contrôle qualité de produits et procédés industriels, 227 : Energie, génie climatique","H1502 : Management et ingénierie qualité industrielle, H1302 : Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels, H2701 : Pilotage d''installation énergétique et pétrochimique","24132 : Prévention sécurité nucléaire, 24112 : Radioactivité, 31407 : Qualité hygiène sécurité environnement",Active,2028-12-21,Non,RNCP21754 -  Expert en sûreté nucléaire (MS),,H1502,Responsable qualité en industrie,J'ai l'âme d'un chef / d'une cheffe,E,S,C,Normes,19753472000010,0753472S,19753472000010,École d'ingénieurs,École nationale supérieure d'arts et métiers - campus Arts et Métiers de Paris,public,151 boulevard de l'Hôpital,75013,Paris,01 44 24 62 76,Paris,Ile-de-France,2.35751,48.8337,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1967,Bac +3
RNCP38460,RNCP,Manager en ressources humaines,FORMATIVES - 44320061300026,Niveau 7,,"315 : Ressources humaines, gestion du personnel, gestion de l'emploi, 315n : Etudes et prévisions, établissement de stratégies, 315t : Etablissement de la paie, recrutement du personnel et relations sociales","M1503 : Management des ressources humaines, M1502 : Développement des ressources humaines, M1402 : Conseil en organisation et management d''entreprise",33054 : Ressources humaines,Active,2026-12-21,Oui,RNCP28776 - Manager en ressources humaines ,,M1503,Directeur / Directrice des Ressources Humaines -DRH-,J'ai l'âme d'un chef / d'une cheffe,E,S,C,Ressources humaines,44320061300026,0353052C,44320061300026,Centre de formation d'apprentis,CFA Formatives,privé,"74 rue de Paris, Centre d'affaires Oberthur",35000,Rennes,02 23 21 07 07,Rennes,Bretagne,-1.6609671837519,48.1130536,le 15/03/2025 de 09h30 à 12h30 | le 07/06/2025 de 09h30 à 12h30,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.23501,Bac +3
RNCP38462,RNCP,Manager de la supply chain et des achats (MS),ESC - FORCE OUEST - 81263551400019,Niveau 7,,"311 : Transports, manutention, magasinage, 311p : Gestion des flux et des stocks de marchandises","H1401 : Management et ingénierie gestion industrielle et logistique, N1302 : Direction de site logistique, M1102 : Direction des achats, N1301 : Conception et organisation de la chaîne logistique","31660 : Approvisionnement, 31641 : Contrôle gestion production, 31663 : Gestion stock, 31698 : Kanban, 31697 : MRP",Active,2027-12-21,Oui,RNCP32227 - Manager de la supply chain et Achats (MS),,H1401,Responsable ordonnancement-lancement-planification en industrie,J'ai le sens des affaires,E,C,S,Industries,81263551400019,0290127F,81263551400019,Grande école de commerce,Brest Business School,privé reconnu par l'Etat,2 avenue de Provence,29238,Brest,02 98 34 44 44,Rennes,Bretagne,-4.5209493,48.4059326,le 31/01/2025 de 16h00 à 20h00 voir https://programmes.brest-bs.com/fr/jpo | le 01/02/2025 de 09h00 à 13h00 voir https://programmes.brest-bs.com/fr/jpo | le 28/02/2025 de 16h00 à 20h00 voir https://programmes.brest-bs.com/fr/jpo | le 01/03/2025 de 09h00 à 13h00 voir https://programmes.brest-bs.com/fr/jpo,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5992,Bac +3
RNCP38464,RNCP,Manager en génie industriel (MS),INSTITUT NATIONAL SCIENCES APPLIQUEES LYON - 19690192000013,Niveau 7,,"200 : Technologies industrielles fondamentales, 220 : Spécialités pluritechnologiques des transformations","N1301 : Conception et organisation de la chaîne logistique, H1402 : Management et ingénierie méthodes et industrialisation, H1401 : Management et ingénierie gestion industrielle et logistique, H2502 : Management et ingénierie de production, H2504 : Encadrement d''équipe en industrie de transformation","31654 : Génie industriel, 31354 : Qualité industrielle, 32110 : Management opérationnel",Active,2028-12-21,Oui,,,N1301,Responsable logistique,J'ai le sens des affaires,E,C,S,Logistique et courrier,19690192000013,0690192J,19690192000013,École d'ingénieurs,Institut national des sciences appliquées de Lyon - site Oyonnax,public,85 rue Henri Becquerel,1100,Bellignat,04 72 43 83 83,Lyon,Auvergne-Rhône-Alpes,5.6293467,46.2418811,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.21696,Bac +3
RNCP38466,RNCP,Ingénieur d'affaires,"ECOLE SUP INFORM  COMMERCE - 45303523000094, GROUPE GEMA - ESI BUSINESS SCHOOL / IA SCHOOL - 82955681000036",Niveau 7,,312t : Négociation et vente,"D1406 : Management en force de vente, M1707 : Stratégie commerciale, D1407 : Relation technico-commerciale, H1102 : Management et ingénierie d''affaires",34590 : Ingénieur affaires,Active,2025-12-21,Oui,RNCP23692 - Ingénieur d'affaires,,D1406,Responsable des ventes,J'ai l'âme d'un chef / d'une cheffe,E,S,C,Grande distribution,45303523000094,0922907K,45303523000094,Autre établissement d'enseignement,ESIC - Ecole supérieure d'informatique et du commerce,privé,36 avenue Pierre Brossolette,92240,Malakoff,01 53 90 15 20,Versailles,Ile-de-France,2.3117519921082,48.82095935,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24437,Bac +3
RNCP38474,RNCP,Architecte internet des objets,CFA INSTA - 50947289000029,Niveau 7,,"326 : Informatique, traitement de l'information, réseaux de transmission","M1802 : Expertise et support en systèmes d''information, M1806 : Conseil et maîtrise d''ouvrage en systèmes d''information, M1805 : Études et développement informatique","31009 : Architecture système information, 31082 : Intégration informatique, 24231 : Réseau informatique",Active,2026-12-21,Oui,,,M1802,Expert / Experte systèmes et réseaux informatiques,J'ai le souci du détail,C,I,R,Informatique,50947289000029,0755432X,50947289000029,Centre de formation d'apprentis,CFA de l'Institut National Supérieur des Technologies avancées en informatique et comptabilité - Site de Paris,privé,12 rue de Cléry,75002,Paris,01 43 41 72 50,Paris,Ile-de-France,2.37432,48.8672,du 01/09/2024 au 01/07/2025 (tous les mercredis à partir de 14 h et également sur rendez-vous),https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19350,Bac +3
RNCP38477,RNCP,Expert en numérisation industrielle,"CFAI DIAFOR - 39048242000028, CFAI DE CHAMPAGNE ARDENNE - 40120610700062",Niveau 7,,"201 : Technologies de commandes des transformations industrielles, 326 : Informatique, traitement de l'information, réseaux de transmission","M1805 : Études et développement informatique, H1206 : Management et ingénierie études, recherche et développement industriel, M1802 : Expertise et support en systèmes d''information, H1402 : Management et ingénierie méthodes et industrialisation, H1208 : Intervention technique en études et conception en automatisme","24454 : Automatisme informatique industrielle, 31054 : Informatique et systèmes d'information",Active,2026-12-21,Oui,,,M1805,Développeur / Développeuse informatique,J'ai le souci du détail,C,I,R,Informatique,39048242000028,0221835A,39048242000028,Centre de formation d'apprentis,Pôle formation UIMM Bretagne - Site de Plérin,privé,"7 rue du Bignon, La Prunelle",22192,Plérin,02 96 74 71 59,Rennes,Bretagne,-2.75684,48.5352,le 08/02/2025 de 09h00 à 16h00 | le 15/03/2025 de 09h00 à 16h00,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10218,Bac +3
RNCP38489,RNCP,Manager des ressources humaines,"IPAC - 38416491900027, EDUSERVICES - 52282368100047",Niveau 7,,"315 : Ressources humaines, gestion du personnel, gestion de l'emploi","M1502 : Développement des ressources humaines, M1503 : Management des ressources humaines",33054 : Ressources humaines,Active,2026-12-21,Oui,RNCP36123 - Manager des ressources humaines,,M1502,Chargé / Chargée de recrutement,J'ai le sens du contact,S,E,A,Ressources humaines,38416491900027,0741369L,38416491900027,École de gestion et de commerce,IPAC,privé reconnu par l'Etat,"42 chemin de la Prairie, Campus d'Annecy",74000,Annecy,04 50 45 13 91,Grenoble,Auvergne-Rhône-Alpes,6.120735,45.891319,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6342,Bac +3
RNCP38491,RNCP,Manager des activités du tourisme et des voyages,CENTRE ETUDES RECHERCHES TOURISTIQUES - 32874572400018,Niveau 7,,"334 : Accueil, hotellerie, tourisme, 334w : Accueil, hotellerie, tourisme (commercialisation), 334s : Accueil, hôtellerie, tourisme (production)","D1406 : Management en force de vente, M1707 : Stratégie commerciale, G1301 : Conception de produits touristiques, G1302 : Optimisation de produits touristiques, M1705 : Marketing","42668 : Commercialisation produit touristique, 42648 : Conception produit touristique, 42638 : Développement touristique, 42627 : Gestion entreprise touristique, 42659 : Marketing touristique",Active,2026-12-21,Oui,RNCP36576 - Manager des activités du tourisme et des voyages,,D1406,Responsable des ventes,J'ai l'âme d'un chef / d'une cheffe,E,S,C,Grande distribution,32874572400018,0134427S,32874572400018,Autre établissement d'enseignement,Ecole supérieure de commerce et d'administration des entreprises du tourisme,privé hors contrat,6 avenue de Grassi,13100,Aix-en-Provence,04 42 96 64 97,Aix-Marseille,Provence-Alpes-Côte d'Azur,5.44436,43.5326,le 18/01/2025 de 14h00 à 16h00 voir https://www.escaet.fr/nous-contacter/nous-rencontrer/ | le 27/02/2025 de 18h00 à 19h30 voir https://www.escaet.fr/nous-contacter/nous-rencontrer/ | le 22/03/2025 de 14h00 à 16h00 voir https://www.escaet.fr/nous-contacter/nous-rencontrer/ | le 24/04/2025 de 18h00 à 19h30 voir https://www.escaet.fr/nous-contacter/nous-rencontrer/ | le 22/05/2025 de 18h00 à 19h30 voir https://www.escaet.fr/nous-contacter/nous-rencontrer/,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5685,Bac +3
